sample_id,PCB1,PCB2,PCB3,PCB4,PCB5,PCB6,PCB7,PCB8,PCB9,PCB10,PCB11,PCB12.13,PCB14,PCB15,PCB16,PCB17,PCB18.30,PCB19,PCB20.28,PCB21.33,PCB22,PCB23,PCB24,PCB25,PCB26.29,PCB27,PCB31,PCB32,PCB34,PCB35,PCB36,PCB37,PCB38,PCB39,PCB40.71,PCB41,PCB42,PCB43,PCB44.47.65,PCB45,PCB46,PCB48,PCB49.69,PCB50.53,PCB51,PCB52,PCB54,PCB55,PCB56,PCB57,PCB58,PCB59.62.75,PCB60,PCB61.70.74.76,PCB63,PCB64,PCB66,PCB67,PCB68,PCB72,PCB73,PCB77,PCB78,PCB79,PCB80,PCB81,PCB82,PCB83,PCB84,PCB85.116,PCB86.97.109.119,PCB87.125,PCB88,PCB89,PCB90.101.113,PCB91,PCB92,PCB93.100,PCB94,PCB95,PCB96,PCB98,PCB99,PCB102,PCB103,PCB104,PCB105,PCB106,PCB107,PCB108.124,PCB110,PCB111,PCB112,PCB114,PCB115,PCB117,PCB118,PCB120,PCB121,PCB122,PCB123,PCB126,PCB127,PCB128.166,PCB129.138.163,PCB130,PCB131,PCB132,PCB133,PCB134,PCB135.151,PCB136,PCB137,PCB139.140,PCB141,PCB142,PCB143,PCB144,PCB145,PCB146,PCB147.149,PCB148,PCB150,PCB152,PCB153.168,PCB154,PCB155,PCB156.157,PCB158,PCB159,PCB160,PCB161,PCB162,PCB164,PCB165,PCB167,PCB169,PCB170,PCB171.173,PCB172,PCB174,PCB175,PCB176,PCB177,PCB178,PCB179,PCB180.193,PCB181,PCB182,PCB183,PCB184,PCB185,PCB186,PCB187,PCB188,PCB189,PCB190,PCB191,PCB192,PCB194,PCB195,PCB196,PCB197,PCB198.199,PCB200,PCB201,PCB202,PCB203,PCB205,PCB206,PCB207,PCB208,PCB209,tPCB
S734,0.057338648,0.039371099,0.061376755,0.084048338,0.016619776,0.045030572,0.020565537,0.16082651,0.027503196,0.015261445,0.665702897,0.036046937,0.009011795,0.081121401,0.139478609,0.107778485,0.238752862,0.024538081,0.497224379,0.360042474,0.282782521,0.003041118,0.019592362,0.076163648,0.160169514,0.021337512,0.742796202,0.081577199,0.026147358,0.127107134,0.011840719,0.635459676,0.008498646,0.013880285,5.344071137,0.325425999,2.218316193,0.191076249,28.04903849,0.214685514,0.22940606,0.877195289,10.29785027,0.782414003,0.214332148,65.14291531,0.009402981,0.534725558,14.13084778,0.086484302,0,0.604099477,6.548587271,135.1218194,0.944644886,10.81943097,30.87174412,0.585937031,0.047827603,0.119449052,0.167158534,3.534716977,0.008121972,0.009911629,0.002876489,0.018673536,83.75631816,95.31277871,107.0504911,73.32330334,147.3190541,211.2214161,0.228304458,2.853209879,418.0674928,31.65145936,74.28164027,0.981516993,0.646097042,268.62418,0.921887243,0.318469925,101.348478,4.165345556,0.735128761,0.004197355,376.8986646,0.003628315,42.73359697,32.70234274,411.0137565,0.083332075,0.169471057,17.60576168,267.4599631,11.0695612,827.936257,0.011081996,0.009256214,11.24513867,9.916467075,0.198145296,0.009602376,140.1596703,1310.286769,72.46997232,19.47757714,396.7783235,12.06887254,56.12830224,181.3697234,78.40548494,72.46180289,17.44316851,162.0944573,0.395075719,9.223583032,34.47757353,0.293722185,101.5785872,538.6970432,0.32798631,0.350445906,0.597855808,646.6777516,2.01648929,0.007871527,78.80902993,111.791123,0.004049811,1.467947722,0.004250446,2.868471874,60.02396739,0.003184879,30.98651636,0.000944216,19.05979796,18.29886005,5.169687108,37.39523072,2.788010866,8.112392887,22.575075,8.091752953,15.55268489,39.00546599,2.128842799,0.776689825,28.11218597,0.226263231,3.795077502,0.101539673,36.16674279,0.155434085,0.431671328,3.257939209,1.071547579,0.007528926,0.323455397,0.296356176,0.486546127,0.137102358,0.730612042,0.31974972,0.302327003,0.318588093,0.527560061,0.003240838,0.005042374,0.031152946,0.015091802,0.108473782,8350.461331
S825,0.124422689,0.094564251,0.144601104,0.459233392,0.102560096,0.263782257,0.065363884,1.076148457,0.080778065,0.035635556,2.672497521,0.129650945,0.013147092,0.42231155,0.807437171,0.619381944,1.532689127,0.155159928,2.45232983,1.895348543,1.213455621,0.006433207,0.050455801,0.247124174,0.515341235,0.126084013,2.972912199,0.489371053,0.035059148,0.137825831,0.022558714,1.232412836,0.009770707,0.056409185,6.131647785,0.393423121,3.043846587,0.262747453,36.3089814,0.448559928,0.345789008,1.538025054,15.57092126,1.348370056,0.72413222,95.04413471,0.018760899,0.219770133,10.31487394,0.045854664,0.003179155,0.620151821,4.992094393,126.3815563,1.058561025,13.31816856,28.58964458,0.269390469,0.057477519,0.080055931,0.18581116,1.085372911,0.007562344,0.007177869,0.001339146,0.003863749,29.25263207,59.57085451,66.07860588,35.26944274,76.77813765,96.51709234,0.185027458,1.864494216,281.3647304,26.0154134,54.1362296,0.871323884,0.647628294,217.9611075,0.878608443,0.259563856,70.50968891,3.980310373,0.796449232,0.00675246,91.18731594,0.007704869,13.14687018,10.95263633,156.4082825,0.010196097,0.189108114,5.400388135,119.8589283,5.865880994,241.0536858,0.002516905,0.008934514,3.213809468,3.479435444,0.051366648,0.009268648,29.2986042,252.5181538,14.44284991,5.537578457,83.89315056,3.182018751,15.9990201,64.82235138,31.84523254,15.60773685,6.34372419,34.05029995,0.08831049,2.42432753,12.56050869,0.178468028,23.48385675,162.809268,0.186198574,0.254761464,0.375207698,142.9951455,1.110298576,0.00526204,28.80434153,22.23759295,0.002535292,0.258544118,0.00105327,0.730606961,11.90120391,0.000841835,8.574020362,0.001497465,12.08139187,4.064229645,1.741711394,7.554420156,0.535366384,1.715583933,4.817871436,1.607391043,3.497506527,14.6268864,0.479121996,0.215896797,5.313123179,0.124600943,0.728830808,0.029200523,6.636143354,0.076797563,0.726356921,2.058428438,0.516305245,0.009585453,0.632404928,0.332777519,0.332258623,0.02337894,0.44528468,0.066589671,0.037885915,0.076431979,0.355504683,0.046023716,0.002762969,0.029872953,0.019295626,0.113614958,3090.669333
S826,0.094325455,0.060125362,0.106679916,0.329912446,0.065355901,0.176877117,0.0545181,0.728545317,0.070599227,0.027673508,1.951609592,0.093902575,0.016610966,0.311986622,0.56204131,0.447312607,1.038537465,0.110561674,1.910881324,1.446038158,0.996095528,0.008681536,0.03636187,0.175621641,0.409654234,0.091786067,2.494815215,0.356767523,0.027269617,0.192824468,0.014538457,1.610677986,0.002515565,0.045480252,11.10746909,0.58786233,5.039799419,0.267466958,62.95280296,0.49429307,0.456019262,1.91198655,24.17727218,1.593237736,0.592267374,148.5776771,0.005045322,0.538089211,28.83953567,0.07444063,0.012824428,0.931165219,14.00684352,307.8355614,2.165158156,24.99350677,71.20192129,0.579995455,0.06318687,0.141962934,0.314886543,3.336737745,0.011439687,0.017062703,0.005852159,0.007143595,104.2678585,209.2587886,182.1503489,120.8686966,240.8087316,327.0132106,0.383465451,4.874219615,788.9321699,62.7459793,146.8916485,1.656458312,1.250865661,510.6878319,1.614514332,0.503570518,195.9895075,8.467102696,1.516129902,0.01226873,303.0399631,0.013635577,48.23999832,38.85978361,538.3510682,0.041903079,0.485273224,19.04226402,478.3630994,18.12131639,857.7853817,0.011636737,0.001023112,11.61309789,12.22235865,0.022871396,0.02126538,79.22483994,849.8476186,52.2110638,21.169164,328.8014475,11.80137864,60.82394006,230.8771724,105.2643269,57.87832815,22.74816355,126.0696482,0.435563305,9.968135584,44.88010796,0.507493541,89.18331214,598.7198259,0.541226573,0.646062972,0.978820259,531.475152,3.177224767,0.006728494,41.78533728,75.29086674,0.005566583,0.9780381,0.001438952,1.623892456,40.32079886,0.001437619,16.69746428,0.003835871,11.35827735,10.10792411,2.764192619,20.79203501,1.841593585,6.900372341,12.29059111,5.496936076,13.84771458,20.46578168,1.263324218,0.486887106,17.49109325,0.173882946,2.337518436,0.08113039,22.3945133,0.131782577,0.431296657,1.900579031,0.599213394,0.004261809,0.401387519,0.238084897,0.329066779,0.018662799,0.462583833,0.166509673,0.157436793,0.187057612,0.35060387,0.017841048,0.000724701,0.012088905,0.01476144,0.122996324,9524.623134
S516,0.27014773,0.132355096,0.497980416,0.874068355,0.113673808,0.984216481,0.179559303,5.292003044,0.263882649,0.033806786,8.455757253,0.782910379,0.007661643,4.261920412,7.455663769,5.347757427,13.93859826,0.843914357,29.04677336,18.67059275,11.54661306,0.027127118,0.165181614,2.111686329,4.503696266,0.940097183,48.90168015,4.971551686,0.081079686,0.012430046,0.002651998,10.58094824,0.019698649,0.085672987,87.99364386,3.770433488,47.70435974,3.717037024,725.0766776,13.65669109,6.078535022,24.85998712,392.1327682,40.01612996,2.02137281,2406.550527,0.029563148,0.667904222,58.31518436,0.015255222,0.008695529,7.141927418,23.66165083,1037.384525,9.845219876,196.5901742,200.8125864,0.91288519,0.016845625,0.329612484,6.918150281,4.934574508,0.006184749,0.018682458,0.017223479,0.003734959,75.03103183,85.27178972,503.8928325,106.0418211,281.2464144,349.1737952,0.332632647,13.60957153,1408.808774,234.8738466,305.0391279,8.058632194,7.807558545,2209.136359,16.11683979,1.397568911,444.5643754,45.17293392,10.72780875,0.06211059,48.34817601,0.018114499,16.93505539,14.01284787,844.9261318,0.012733954,0.284428821,4.979035401,24.97147436,22.82810551,217.2296209,0.014078479,0.015930989,2.804386771,4.152849301,0.003898394,0.004665357,6.553519893,81.29642316,6.744757887,7.474683516,84.96937782,2.696175612,30.05144732,134.0460403,120.1362135,8.343050233,10.55157992,19.82643717,0.028547998,1.312978353,23.12630715,0.743424368,17.79502094,263.7709333,0.500297856,1.249959074,1.760637377,91.57539508,4.608553168,0.028496586,1.587420902,8.386789336,0.015879728,0.066256081,0.007575207,0.025947405,4.379143767,0.006023671,0.862167538,0.00174663,0.36990254,0.819684009,0.114531985,2.500462078,0.285109301,2.035966416,1.251491381,1.147268845,6.982936996,1.131117989,0.089712266,0.012257562,2.384578057,0.05328524,0.251039887,0.007672669,4.237679808,0.038390072,0.003166501,0.035634529,0.003994891,0.00118027,0.0034982,0.004643586,0.003372904,0.010775885,0.061116118,0.028643458,0.061887586,0.233168804,0.003408782,0.00394993,0.003184832,0.002784989,0.00719334,0.029236983,13749.2626
S517,0.487398259,0.213761756,0.681584329,1.648686603,0.357593009,1.415041782,0.266411377,7.260880577,0.38959961,0.069369867,13.0624922,0.840544723,0.008894967,4.292562294,6.803091159,5.240050198,13.56411932,0.844864342,29.78594503,19.63198652,11.12494609,0.00700978,0.141186913,2.087781026,4.453543481,0.898587429,48.93888074,4.824172135,0.049946255,0.006581924,0.005866863,9.801967458,0.008338654,0.009459908,88.53094381,3.817772026,46.38280673,0.34089498,754.6123281,13.26147068,6.426193,27.83723697,391.9354782,40.79182867,3.51766812,2470.171072,0.051105453,0.074830085,58.52752913,0.011811414,0.010817562,6.691837259,23.69807153,1080.363299,9.613492758,196.1815579,204.4334858,0.935626752,0.013525863,0.155869858,0.577586418,4.822167769,0.003639603,0.012102072,0.012779318,0.002317562,75.95310137,62.35192843,523.094054,111.3126412,274.7570429,350.8673423,3.851321699,12.78195717,1358.457563,238.1161296,293.095183,7.007620004,7.921758203,2116.907006,15.66330634,1.697432074,449.7366734,44.065058,10.44418426,0.025440107,46.81066397,0.020520647,15.46332395,12.99285826,851.6633144,0.01504907,0.169129305,4.166863357,11.9111335,18.49496945,212.8436347,0.006631538,0.002454102,2.193872244,4.052491695,0.00417293,0.004620113,6.144835129,81.17679669,6.562781599,7.290896375,85.80978989,2.737215499,30.20711815,137.7521229,125.3411317,8.469477098,10.61680806,19.94735064,0.104501712,1.924109915,23.94733033,0.858596924,18.47288162,272.5297619,0.481712793,1.31072188,1.808988203,92.05268935,4.569340133,0.016033588,1.452190139,8.447196074,0.005083414,0.021577185,0.011079455,0.01037802,4.343760044,0.008753756,0.764741196,0.000265405,0.363486553,0.763946257,0.11685205,2.328092943,0.260045462,2.174203351,1.181720795,1.161822129,7.029270031,1.094211608,0.072548776,0.033459708,2.241457806,0.043090861,0.334266052,0.015151148,4.2149921,0.036302673,0.006252863,0.021467952,0.005071292,0.002330669,0.005016961,0.00907017,0.022788129,0.010026383,0.025625085,0.01155615,0.099331214,0.200489065,0.022164026,0.001006137,0.001557248,0.000907828,0.000879309,0.057959044,13741.13118
S518,0.413001741,0.227488686,0.768169664,1.273674895,0.1948471,1.249505747,0.198384649,6.303088218,0.347692157,0.054508603,14.61029388,1.112904366,0.001940137,5.826565917,10.07617409,7.061521048,17.76854562,0.936171235,44.73956959,28.94957044,19.17025424,0.007206449,0.211426129,3.138834885,6.634501471,1.248205649,76.07993401,6.862552917,0.0380872,1.497116068,0.006720318,22.14193943,0.021649231,0.013039383,168.3827294,7.491824063,90.00413619,8.89581361,1376.424335,20.05877152,10.32173839,44.75975725,696.4470826,63.27243133,5.001425294,4236.071758,0.075259429,0.095432664,145.6457023,0.053428022,0.023054682,11.53335379,56.73557329,2319.850401,19.8975388,393.5399301,460.6574065,1.775612294,0.062649684,0.324212699,9.572382414,15.35141369,0.012562793,0.022705033,0.017230915,0.027001719,180.0080021,112.3713956,1014.963445,252.9910941,661.1228538,804.0110542,5.39520388,26.88239416,2929.270296,452.1795991,632.8914651,14.55687213,14.79078843,4229.580641,26.85230917,4.422732582,975.4800105,80.78826878,19.25970718,0.066673601,141.7724878,0.038152279,43.04446224,36.08128124,2020.005323,0.020448017,1.088691978,13.56583355,14.16402045,48.25806839,612.2030118,0.019891346,0.011919004,6.919274011,10.93147333,0.002360534,0.009056231,18.34352891,233.0744667,17.98021177,18.98100361,225.5782113,7.397717924,73.2706142,322.8093379,264.797063,23.7360905,26.72913839,54.36305723,0.390747963,3.750339516,57.04264359,1.591769207,49.03823383,660.9402129,1.095148891,2.534460484,3.56403259,252.4973392,10.0883447,0.057960736,4.522037181,24.15260856,0.014771919,0.085027076,0.014173525,0.174074172,12.65838285,0.005522296,2.451699353,0.001767155,0.93787337,2.131055087,0.272448508,6.388425353,0.731486954,5.276392007,3.275145294,2.906084325,17.08540141,3.038867634,0.201407216,0.020915985,6.191270414,0.086872362,0.732051542,0.01227395,11.27549105,0.089151237,0.002735821,0.131726174,0.007777778,0.001778906,0.010699802,0.028227011,0.046015331,0.00378437,0.160507586,0.053838484,0.251466922,0.554139499,0.034244209,0.017131728,0.001708564,0.003984166,0.018330281,0.067183791,28263.38993
S524,0.967554375,0.301947089,1.409598556,1.972202638,0.271846447,1.928630314,0.3694748,9.502029551,0.584178488,0.103269438,9.106926597,1.278636442,0.000600061,8.042652564,12.89925837,9.401074935,31.62545065,1.324493789,83.53130614,44.48923649,29.37909697,0.059207479,0.273465503,6.469965924,9.934366488,1.609233497,346.9339686,9.832322819,0.132214399,0.030817359,0.015625505,0.298681553,0.103505353,0.029958346,1727.798394,25.46720571,809.5451521,39.39333856,13977.71179,115.3316835,56.99909854,323.812583,6347.89544,457.3410752,19.67841688,42638.81643,0.174568303,0.685840808,2654.348647,0.022908959,0.091835362,85.94909037,1033.598226,39122.82211,1.193623641,4170.427771,7695.471582,0.158785913,0.027591797,4.719046749,0.880691917,0.352045617,0.07484944,0.388760163,0.087887259,0.016498083,4797.903542,2727.676394,17289.13518,5904.201277,13334.0521,17595.4324,5.719808054,422.1345745,54634.55869,6942.592362,10575.14791,145.192877,154.9742835,54765.42495,267.3728736,30.67702383,18988.67368,1063.012,212.7358485,0.611727407,7765.07281,0.18040168,1416.822794,1082.421798,10996.96322,0.320373033,1.30637329,517.6256597,37793.07349,801.243883,23600.76325,0.356148503,0.079626993,257.3139111,360.386558,0.199649889,0.156480854,1119.40148,9591.084595,662.3682037,439.5331294,5985.243307,168.5832702,1509.719635,5336.485571,3949.707876,820.8976634,527.5989468,1577.378417,10.40308118,84.95118477,1012.100334,20.81879949,1292.283714,13252.63159,15.9624647,33.77453196,47.56156904,7313.604434,172.1882688,0.158326911,497.3374754,1001.416031,3.010672741,0.534715229,0.625852094,15.29297905,482.069027,1.66330361,174.527301,0.005417418,102.328071,101.9433639,21.69262066,202.9693847,17.16368218,89.89537584,122.2161827,52.52252418,220.4900174,173.2196884,11.98918547,4.101445861,163.0417636,1.210816913,15.30998631,0.844310688,212.6297489,1.389304399,2.223098026,16.1031297,4.680690834,0.001278588,1.069601063,1.216788608,1.974195089,0.570475477,3.677251684,1.319809314,1.635395839,2.387854828,2.014451756,0.065616349,0.062249102,0.045176519,0.084645364,0.063703869,475062.0878
S526,0.369289673,0.170394804,0.653925266,0.811676024,0.235492142,1.029277131,0.189796717,5.5656519,0.273698573,0.035591747,8.665035275,0.591298906,0.003362444,4.163256623,4.926174867,4.076093451,10.16952785,0.453922037,29.0197188,17.59876653,10.58850369,0.021363133,0.114159381,1.928108281,3.977168283,0.638688224,51.52739351,3.824108203,0.052265577,0.004943871,0.002560656,12.26156404,0.008242728,0.004885078,102.6785419,3.348539294,53.65089817,6.093335425,823.2854549,9.91121139,4.937828784,26.94112224,419.6646669,32.7748105,2.222189207,2616.092645,0.015974277,0.407210645,107.2238982,0.010549451,0.01475637,7.650858436,43.4399344,1650.332061,13.49669863,235.0488804,332.1296484,1.152835889,0.012168928,0.262524991,6.487716026,13.69219324,0.028693085,0.06886171,0.015989131,0.009806686,163.9865274,151.6999408,702.2486231,212.656401,515.7157695,680.4981919,3.193424322,19.14851808,2278.56624,303.0080004,475.3204527,6.64639242,8.424157564,2633.571255,13.96483027,2.462164865,766.8888094,52.2478159,11.78972293,0.016269636,177.5900832,0.033073675,45.35334582,35.47692682,1741.300613,0.037648004,0.115320203,14.12665689,11.01138142,43.73517908,666.7827839,0.029386227,0.006323658,7.751344928,11.76430613,0.004463144,0.005361946,20.25768452,235.4872207,17.13075724,15.33800258,194.7917728,5.822248187,59.49817094,237.8150495,176.1997817,23.28253214,21.05627729,48.71965715,0.049548745,3.137950076,43.13531627,0.955574791,43.37505926,528.5345118,0.751754547,1.693310719,2.304886608,232.6428599,7.971227368,0.018056885,5.474808185,24.59863259,0.00967085,0.032787847,0.028965839,0.137503394,12.33711693,0.007490693,2.738008597,0.001324828,0.953033519,1.868440351,0.353964022,5.434653547,0.601947874,3.659499031,2.835963987,2.221678455,10.97175477,2.695024538,0.249920549,0.135267013,4.941938357,0.065990233,0.651613379,0.020516865,8.476670987,0.086793024,0.016486512,0.17537683,0.057539569,0.002334887,0.019339593,0.053146695,0.027603375,0.024623993,0.1605721,0.095674656,0.200123976,0.376310987,0.086936466,0.004614381,0.001455033,0.009330643,0.009037532,0.067323479,20457.18414
S433,2.822386619,0.355099481,2.419888338,7.8316042,13.33452636,3.225721532,0.583160052,2.974198431,0.853437429,0.485215571,4.63736495,0.345668527,0.003448157,5.360067028,9.512688481,8.674852109,20.93692334,2.091868381,28.03737789,17.9608218,13.22023032,0.077565484,0.469293068,3.609226682,4.919209745,0.296897316,33.78018939,6.806198789,0.200242362,0.114571427,0.13956044,5.429517412,0.09625978,0.093130882,27.17914806,2.86171941,15.62395583,2.492022065,157.9886507,7.882968072,3.286917952,11.03358414,82.11068257,13.20874157,1.340226743,495.786417,0.013419336,1.871205098,18.35672371,0.020344379,2.868864826,2.931681436,9.121866721,204.4751465,2.650623858,47.98400168,48.98768638,0.833068771,0.008358669,0.011718333,0.391493418,0.482389856,0.003850168,0.008852885,0.005273882,0.008081218,17.19929572,17.12094957,103.9517648,22.34711965,57.6948859,83.3318529,0.626361004,3.025102041,304.021037,47.44542549,65.83882673,2.122712122,1.679556564,451.7230634,3.457164174,0.77571988,85.01625397,7.473268675,2.234257109,0.01758285,19.53986349,0.040913405,5.207502956,4.227178634,187.7750207,0.016611277,0.074179362,1.539727035,2.493612135,4.902936203,74.96851285,0.005627617,0.004299161,0.761535401,1.233253002,0.015014935,0.002960054,3.441963264,43.23914769,3.166254083,2.567795462,33.69331717,1.18981593,10.60325481,53.80520026,38.40323974,3.625852394,3.396664431,11.34825196,0.005915619,0.508746325,9.25670851,0.196673468,8.854851248,107.3903005,0.132941806,0.330669525,0.420049216,51.06972092,1.317522407,0.004736566,1.122220094,4.548970388,0.007136146,1.143172819,0.027122882,0.008112442,2.509899832,0.005639617,0.653406512,0.001733688,0.402474325,0.868316841,0.132528932,2.74132946,0.241403586,1.655297316,1.408497085,1.227831403,5.610966172,1.756596566,0.015793664,0.013311937,2.629913878,0.00789861,0.38471242,0.001720974,4.718520675,0.029600547,0.017254776,0.066145495,0.012632054,0.002797113,0.036945159,0.031455817,0.067432902,0.038582614,0.215218153,0.092844048,0.171841011,0.281406952,0.097812532,0.014858902,0.004729834,0.018201314,0.027417614,0.066680085,3366.547023
S434,1.597868614,0.332537059,1.80286498,2.402883932,0.18911329,1.762670684,0.343510654,9.087585418,0.485201187,0.10792388,4.442216972,0.633019292,0.001130749,3.668422002,9.59247019,8.736038316,19.18296501,1.629396758,27.81878427,17.62015892,9.640507736,0.009893475,0.289478381,1.926765861,4.120482508,1.464314641,29.57715721,6.713034702,0.051203915,0.002988643,0.006018878,0.020383035,0.005177669,0.005489638,19.35472213,2.126722861,10.83292919,2.384720989,118.8818619,6.145092837,2.375365584,9.28355385,64.05537085,10.59489603,1.422455007,377.4321673,0.058549094,0.255561231,12.96735558,0.08118227,-0.000529481,2.385945309,6.309372357,157.1877227,1.781288359,36.13717946,37.86466111,0.407853826,0.024687161,0.145555336,1.471404142,0.413604784,0.003327736,0.004991318,0.005316401,0.004627523,12.64315181,8.862517985,68.4814019,17.12991837,42.60933161,59.02286765,0.217779386,1.866967268,223.875732,31.57306444,46.93087617,1.398492612,1.095060863,294.7235763,2.176899871,0.432421573,66.16748275,5.570485834,1.552645242,0.001511015,14.37077182,0.011284048,3.470466926,2.884169723,143.0889692,0.011217427,0.019475048,1.007440571,2.604047381,3.413059336,55.94456031,0.010383956,0.010162969,0.448199808,0.822006638,0.002725373,0.0027238,3.323577969,40.85402429,2.696332682,1.824685144,28.14894277,1.032478978,8.297141946,40.78557695,27.04957268,3.046117046,2.275181728,10.03620768,0.004023625,0.31388676,7.120391717,0.177193706,7.409463048,81.70186627,0.079740858,0.22668654,0.282440741,44.21481229,0.99031488,0.000612039,1.181990477,4.071239041,0.007312054,0.024927789,0.005083865,0.00906719,2.396330786,0.001183307,0.590938052,0.00200583,0.658964275,0.974428172,0.25589402,3.525688935,0.304398292,1.661584061,1.685981878,1.261061039,5.473083403,2.589092157,0.047429264,0.14391539,2.871045571,0.111325721,0.474733625,0.006201819,5.766502499,0.083304606,0.002438451,0.129738865,0.023844715,0.002239972,0.046721721,0.049440573,0.128691115,0.063598484,0.359264364,0.180584166,0.242825009,0.385123804,0.173669246,0.007892187,0.001838412,0.031563412,0.047955534,0.069975588,2512.146413
S440,0.482984377,0.194950331,0.932007303,1.456731985,0.22316444,1.794637063,0.243017871,10.02590768,0.383712153,0.057067412,9.802478148,1.434118161,0.000655961,11.24089863,17.98539574,12.06247449,30.49006972,1.704895695,94.90384394,63.37908458,41.25410869,0.04286346,0.430613946,5.696132549,12.61116859,2.328068743,103.7924263,12.39400721,0.186330948,1.032169059,0.007461261,28.4846634,0.016769904,0.016806723,122.8041845,15.09205819,63.95612601,9.729622118,681.7934643,24.55525593,11.19253186,41.66444972,332.0233159,38.82439183,4.369860614,2017.590995,0.138702725,1.235868235,101.9093047,0.420915915,0.054663203,13.34833478,50.20200619,1168.079751,12.21195196,222.771268,290.4317876,3.54474417,0.06128212,0.655492647,4.052416784,5.278050061,0.013952229,0.03426646,0.014921874,0.011303874,92.51937144,69.23437817,520.81941,125.1190608,334.1333926,458.6951349,1.868841826,14.07296852,1609.773207,225.0085767,331.0107791,5.530318333,6.778824181,2119.469572,12.96022188,2.398955185,481.1274366,34.33458885,8.964257024,0.012937015,104.5937309,0.054927819,26.56784126,22.21742394,1081.998423,0.017299728,0.160962972,8.606251305,4.678950231,26.51014793,435.2413887,0.016902969,0.004287584,4.358150843,6.239298394,0.00462505,0.00678432,18.68718721,260.8455488,17.85493376,13.60719121,191.4443505,7.138759063,56.80146634,309.1064891,210.1665386,20.28916491,18.48256255,65.30365821,0.080357645,1.751232416,53.373209,1.138008577,51.83108157,613.0560834,0.696808501,1.618201837,2.211726253,302.1920967,7.291910405,0.034528142,5.821851039,26.9892222,0.106273974,0.103307455,0.016392473,0.058719922,14.38687737,0.019087706,3.391578508,0.000832512,2.121954142,4.055632749,0.968609582,14.43475891,1.475823547,9.240150052,7.225132593,6.585957874,30.4840444,8.719542405,0.285494251,0.271808458,13.99193626,0.154687155,2.21471712,0.016625157,26.49886597,0.129234865,0.006239606,0.4554568,0.160857296,0.008188185,0.128055294,0.155334375,0.341117418,0.190687998,0.840723597,0.467457756,0.754844357,1.31952854,0.473355235,0.002505519,0.004084031,0.04231268,0.052082932,0.092157549,16290.53576
S521,1.145718242,0.431288638,2.070074011,3.090640427,0.380217111,2.839863828,0.570746752,13.05289348,0.870507133,0.162459752,10.66032441,1.375593251,0.000922501,7.27976271,13.49800081,10.38858031,32.06971163,1.782146904,63.57281458,36.42426782,22.69639261,0.030418793,0.288774593,5.451943978,10.13085631,1.846850229,219.9020941,9.707048926,0.14062158,2.041703342,0.010563416,42.98944479,0.114092096,0.015467065,1163.014943,24.27409527,556.9891124,38.60058451,9088.664582,73.86124375,40.46950412,216.5467841,4248.416693,336.572642,18.2241225,28507.29743,0.192122662,1.340333839,1923.37958,0.054138122,0.091682532,62.42932386,741.4894937,25670.45529,179.1254573,2871.710244,5329.105597,3.736878109,0.096193495,3.98027695,15.45855102,45.98422011,0.077786776,0.390732902,0.166499224,0.033042198,4187.80271,1829.469583,14064.14283,5113.87681,10844.04581,15184.12995,45.32549946,355.2016614,43629.33926,5563.741085,8929.341015,117.5736217,124.5594675,43343.76111,211.23093,21.81685359,14895.12569,745.462002,166.9597843,0.424563948,7459.064381,0.316714268,1326.286719,1032.383703,40488.64817,0.479374532,13.95444342,509.172642,1717.684706,859.0487085,22350.29499,0.539124468,0.079586011,281.8105033,315.5794662,0.129320333,0.202491802,1321.276958,11035.80414,767.0438438,459.3178673,6248.915283,207.7077399,1681.183447,5753.655425,3787.838695,947.6906649,591.4625617,1853.17528,8.114457752,73.75951793,1089.274643,20.57801039,1530.02886,14046.45291,16.14002897,33.33578621,45.42955558,8562.28998,189.2305246,0.179822139,626.3761704,1206.391023,3.447649314,1.479579924,0.611318673,18.95644836,556.0379797,0.19070122,218.8237937,0.02354588,129.8530636,121.548708,27.88785133,237.2783915,20.80158923,100.0976091,142.8853149,63.33670488,244.5439902,224.1627636,14.16194707,5.047119488,199.3101268,1.65897376,19.42949325,1.026282662,263.3368736,1.565098074,2.951996861,21.20159375,6.20326598,0.003664303,1.455000475,1.44810015,2.572231667,0.742966505,4.606350904,1.615999344,1.947887133,2.796003423,2.804373828,0.08102546,0.041699771,0.055775458,0.136080898,0.081231298,392179.1686
