sample_id,PCB1,PCB2,PCB3,PCB4,PCB5,PCB6,PCB7,PCB8,PCB9,PCB10,PCB11,PCB12.13,PCB14,PCB15,PCB16,PCB17,PCB18.30,PCB19,PCB20.28,PCB21.33,PCB22,PCB23,PCB24,PCB25,PCB26.29,PCB27,PCB31,PCB32,PCB34,PCB35,PCB36,PCB37,PCB38,PCB39,PCB40.71,PCB41,PCB42,PCB43,PCB44.47.65,PCB45,PCB46,PCB48,PCB49.69,PCB50.53,PCB51,PCB52,PCB54,PCB55,PCB56,PCB57,PCB58,PCB59.62.75,PCB60,PCB61.70.74.76,PCB63,PCB64,PCB66,PCB67,PCB68,PCB72,PCB73,PCB77,PCB78,PCB79,PCB80,PCB81,PCB82,PCB83,PCB84,PCB85.116,PCB86.97.109.119,PCB87.125,PCB88,PCB89,PCB90.101.113,PCB91,PCB92,PCB93.100,PCB94,PCB95,PCB96,PCB98,PCB99,PCB102,PCB103,PCB104,PCB105,PCB106,PCB107,PCB108.124,PCB110,PCB111,PCB112,PCB114,PCB115,PCB117,PCB118,PCB120,PCB121,PCB122,PCB123,PCB126,PCB127,PCB128.166,PCB129.138.163,PCB130,PCB131,PCB132,PCB133,PCB134,PCB135.151,PCB136,PCB137,PCB139.140,PCB141,PCB142,PCB143,PCB144,PCB145,PCB146,PCB147.149,PCB148,PCB150,PCB152,PCB153.168,PCB154,PCB155,PCB156.157,PCB158,PCB159,PCB160,PCB161,PCB162,PCB164,PCB165,PCB167,PCB169,PCB170,PCB171.173,PCB172,PCB174,PCB175,PCB176,PCB177,PCB178,PCB179,PCB180.193,PCB181,PCB182,PCB183,PCB184,PCB185,PCB186,PCB187,PCB188,PCB189,PCB190,PCB191,PCB192,PCB194,PCB195,PCB196,PCB197,PCB198.199,PCB200,PCB201,PCB202,PCB203,PCB205,PCB206,PCB207,PCB208,PCB209,tPCB
S812,31.29889763,4.187793498,20.02208763,10.69991336,1.38741135,7.501610029,2.837467902,25.38817931,2.868354879,0.816256171,4.900598934,2.89195144,0.022617332,6.685157226,4.162314733,3.861307737,8.947193137,0.958987174,8.871185842,6.363411233,3.718493759,0.023856752,0.189857,0.881166284,1.849676883,0.630675434,10.87485872,2.530533263,0.057454864,0.23750364,0.002397359,2.295813949,0.001847537,0.004294661,16.07567853,1.1036897,8.650919666,1.055714665,125.4270517,1.987451713,1.461375727,5.629271602,61.57215806,7.332025562,0.9166059,410.3106558,0.028976538,0.193181289,12.12295606,0.048114814,5.996023318,1.518746558,5.937139322,246.2014769,2.259615121,37.57918328,42.2893176,0.431183615,0.0455746,0.138844992,0.793882693,0.732190043,0.002156081,0.009771494,0.001153973,0.004864106,30.4232057,11.51685712,153.8578764,43.7318895,119.5310158,166.1632562,0.216669112,3.924814864,624.7591062,68.35576405,135.1251504,4.019610917,2.129492572,694.3616766,3.882399484,0.108681837,136.994657,11.74041578,3.246462574,0.009594954,42.96521632,0.003612871,13.18107302,11.71262688,219.7837143,0.008151418,0.20983181,4.775445287,7.945652134,11.24999805,193.528076,0.01155712,0.000871176,2.270657577,2.997862572,0.000778864,0.00165618,12.61710496,173.3798032,11.11871605,7.018317568,86.62477435,4.121504064,22.54571208,112.6778056,72.44125984,13.27141597,9.151948891,32.84422387,0.088680703,0.844512777,23.21309405,0.38337156,27.22526691,233.2955605,0.366881539,0.688247742,0.938594994,155.62175,3.008392673,0.015389883,7.026675873,16.84243557,0.002039029,2.045717972,0.003381413,0.335151269,8.463436599,0.076944584,3.308813739,0.000262928,2.009205028,2.006667084,0.62294783,4.217503302,0.574815109,2.217327147,2.357297032,1.565689026,4.730301318,4.465026259,0.285129087,0.129439824,4.450800845,0.064434237,0.601665975,0.021864519,5.781260996,0.065243295,0.051221235,0.395170962,0.122183081,0.000329624,0.066672747,0.029315668,0.10744719,0.005070322,0.182541925,0.060314512,0.065374956,0.091849538,0.154893831,0.000918341,0.002107397,0.002568303,0.014812617,0.076180861,4979.776236
S786,7.537624408,1.474999716,8.080743475,3.82312421,0.523962076,3.077379628,0.995458562,11.81461236,1.137465157,0.275342804,4.53129364,1.527186955,0.011243996,4.575126782,2.516453653,2.432545294,5.952201195,0.461122569,8.3410892,5.389648211,3.2945405,0.001306439,0.113171648,0.597316689,1.301963538,0.36025368,9.685198815,1.793939754,0.038291735,0.027334688,0.002268747,1.826717474,0.001998197,0.003215684,5.958588147,0.926735643,3.587978262,0.519831636,26.71288172,0.875520275,0.527110593,2.918570525,15.95868659,1.908605459,2.317123263,72.93172062,0.011698296,0.080016921,5.140364762,0.038088855,0.751504613,0.85273526,3.541146507,63.15869421,0.901205222,11.09213238,17.68636377,0.204248715,0.050463079,0.069315118,0.319533638,0.188929378,0.001171487,0.0041432,0.002552907,0.000838627,3.547761458,1.828354976,13.54589464,6.05672963,13.03620009,14.89056247,0.056525213,0.581318815,61.58526108,7.653958132,13.23626401,0.367298138,0.303189112,63.72444431,0.468558817,0.028694801,17.40704156,1.693565193,0.484682436,0.008123514,5.220439076,0.005708445,1.39922785,1.06391721,19.642942,0.001736529,0.038561916,0.571206547,0.380715704,1.164893036,19.99647321,0.00233995,0.001302617,0.262739475,0.395558143,0.001318107,0.001099766,0.682023112,8.183058555,0.575348303,0.444081986,4.447765488,0.15454812,1.298675258,6.782164997,4.134577194,0.780615605,0.710758247,1.560211704,0.001380196,0.082927327,1.484736153,0.029417719,1.294693049,13.36800149,0.035778443,0.059578582,0.081667181,7.693673753,0.246816151,0.007233777,0.245976101,0.88499787,0.001494233,0.168575445,0.000732989,0.000513284,0.39977375,0.000714476,0.088579123,0.000690699,0.06649416,0.087162964,0.002751922,0.191348105,0.037791465,0.124490462,0.107501702,0.091197543,0.306727415,0.165854271,0.01826961,0.072491542,0.203177181,0.079414787,0.011556013,0.014998332,0.293580992,0.047397854,0.000653448,0.000723178,0.000352959,0.001091231,0.000715492,0.010959718,0.004963453,0.001940683,0.00079698,0.00151657,0.007975912,0.001866673,0.007166453,0.001054494,0.000806196,0.000491258,0.00047222,0.07277641,661.3895591
S787,11.67367555,1.213148724,5.60148936,5.269362887,0.479582822,2.118100771,0.754949466,7.463236211,0.96320416,0.359960248,3.364591449,0.485763703,0.005279955,1.51879705,2.067068634,2.158650778,5.295485112,0.664721841,4.423845794,3.028543732,1.926608914,0.024399664,0.099677356,0.383679876,0.840027264,0.331262321,4.918792112,1.323809412,0.438517602,0.026950016,0.000885828,1.142350949,0.000910225,0.001627577,2.070005206,0.511346951,1.324678995,0.277158731,8.363087054,0.619288851,0.350714287,1.203989412,5.187560807,1.198076698,1.101140541,22.66061341,0.01383165,0.044700137,0.900151149,0.001901614,0.208670881,0.374431406,0.564391442,10.87157774,0.175445459,3.178546637,3.000836586,0.07227259,0.038963541,0.001821134,0.025682008,0.047173665,0.000706597,0.001699917,0.002502204,0.000723937,0.763575634,1.780661237,3.874569071,1.229662585,2.609177151,3.228225096,0.032892249,0.162401539,13.15805003,2.175041039,3.090830331,0.173879854,0.093831481,18.66233841,0.190481228,0.035100935,3.269083043,0.470533487,0.116596969,0.000511758,1.083020563,0.001622934,0.261224988,0.245883378,4.066211909,0.000653874,0.00121387,0.135194088,0.610150818,0.243902394,3.565061098,0.000730521,0.00178483,0.005118517,0.085239732,0.000583121,0.00077497,0.257486619,2.464231769,0.171978564,0.137147336,1.475996746,0.054376978,0.435209554,2.049109709,1.454501188,0.203094663,0.176154138,0.478656279,0.000909691,0.013460476,0.431419421,0.000476786,0.361387742,3.89828597,0.000376304,0.017217706,0.025631963,2.098708781,0.042778754,0.003065019,0.105791077,0.248820379,0.000492427,0.028274755,0.000724674,0.00025373,0.12546522,0.000470915,0.046440872,0.00022762,0.01468048,0.048210766,0.010126087,0.104293694,0.014975589,0.063483953,0.05487959,0.043096011,0.193808064,0.118333987,0.007469513,0.001183771,0.100952919,0.039358812,0.016912152,0.000899813,0.181689723,0.009382662,0.004808907,0.003991548,0.001298765,0.000669222,0.001337579,0.00146348,0.000662783,0.001360507,0.000744958,0.000472526,0.000877095,0.015703493,0.001826912,0.000492833,0.001492166,0.001818513,0.003496076,0.055217381,218.1185595
S788,8.502988316,0.725836459,3.07214899,2.78453433,0.268432164,0.888306851,0.335582923,2.835455729,0.405224665,0.227827516,2.112617309,0.190004244,0.027981298,0.516350669,0.86048151,0.764938165,1.65177764,0.235064487,1.846623987,1.635156002,1.232440611,0.361284825,0.081137435,0.251354158,0.617967057,0.173574084,1.916329369,0.42428117,1.159999745,0.015642716,0.011550827,2.845449971,0.376722928,0.01895819,0.558419135,0.095817435,0.377240627,0.066905837,1.622752272,0.192619718,0.099109786,0.347872982,1.041399017,0.356041857,0.605409784,3.905234792,0.009509112,0.009781361,0.12345693,0.016232795,0.026520288,0.151466142,0.047769385,1.210221073,0.055932506,0.591044751,0.352981016,0.019177138,0.019009315,0.006396678,0.008204553,0.030190036,0.023840696,0.020399975,0.014594868,0.00083833,0.162871618,0.398641729,0.62410332,0.183132896,0.436177748,0.444050557,0.004655885,0.022758201,1.64743078,0.334610552,0.493167915,0.067789062,0.030345357,2.902628862,0.050316755,0.001289335,0.379823881,0.033800275,0.03814597,0.009303818,0.274612898,0.031725587,0.046025276,0.049109899,0.610116937,0.019477875,0.020274627,0.112845882,0.545287681,0.070312497,0.693899703,0.019801911,0.011499369,0.003891546,0.056789959,0.021594034,0.01942059,0.010491447,0.681519071,0.034818889,0.028063058,0.322808851,0.009608418,0.0829987,0.326326854,0.232073322,0.069803762,0.030445785,0.1301889,0.011451066,0.008609166,0.072383216,0.011052272,0.084514336,0.627472876,0.012186135,0.014921882,0.012632371,0.401897435,0.012638618,0.007913167,0.002001075,0.086752497,0.003639506,0.033696964,0.008926435,0.006686543,0.049291206,0.012358005,0.013311686,0.015271519,0.031981789,0.00996483,0.023837135,0.021375098,0.017067203,0.013831291,0.015083128,0.012043579,0.038121974,0.033535445,0.016464264,0.011330417,0.032054564,0.013239159,0.012628098,0.007338332,0.04849872,0.008755702,0.015171686,0.004708337,0.0101481,0.021719723,0.05270927,0.051922941,0.015492209,0.010661941,0.008251244,0.009358404,0.007611413,0.001624796,0.029803417,0.011582705,0.033649682,0.007212308,0.020501195,0.080340692,66.48052314
S789,4.89114487,0.860186435,4.53726918,2.446872001,0.307621629,1.83447943,0.585291726,6.697454893,0.668132245,0.18292533,3.035203811,0.719443329,0.008865616,1.908774293,1.564052982,1.551083315,3.895485468,0.353378627,3.858725607,2.436602887,1.345632745,0.018520293,0.066819545,0.277926604,0.711202128,0.241943426,4.933278519,1.091183356,0.024939085,0.042220654,0.019763025,0.544400327,0.011852574,0.003425522,3.417505391,0.314560133,1.971673302,0.364876286,16.64008611,0.639488418,0.420235141,1.86266027,10.35774484,1.519663194,0.909942765,53.02207507,0.017997816,0.045235625,1.57196446,0.017744151,0.572732657,0.570311485,1.046612321,26.12265973,0.445449371,6.269137181,5.843341702,0.082627694,0.013605416,0.010682592,0.043002517,0.051762497,0.002471244,0.003956331,0.00058497,0.000840018,1.631971084,6.741136092,9.853283079,2.715317471,7.363244949,7.729447561,0.044744009,0.377862202,40.12477674,5.633145625,9.575158064,0.30973751,0.244815918,50.94057584,0.427554413,0.121971722,9.872517406,1.318977399,0.405540787,0.013770983,1.676508833,0.015244467,0.596978571,0.522602362,9.858026216,0.00381494,0.0281024,0.305772155,5.532946252,0.73013215,7.904454377,0.021238882,0.000690696,0.084146732,0.175176067,0.002882265,0.005249132,0.020920435,4.431693962,0.358694627,0.318567782,2.780304343,0.19093339,0.872874961,5.361492101,3.365772193,0.471873689,0.469071785,0.975424981,0.020147611,0.150137683,1.105710156,0.040731384,0.946375837,9.278593809,0.033810701,0.05503316,0.070097588,4.642747232,0.096453223,0.011003541,0.001173599,0.493096622,0.002134514,0.005253387,0.010208666,0.012044767,0.241127142,0.001035396,0.054840088,0.004949648,0.0165078,0.020100924,0.006481907,0.060666211,0.008903725,0.106798285,0.06264071,0.081724803,0.253780485,0.041705605,0.024420216,0.022458346,0.071316227,0.071673816,0.009552461,0.012717564,0.126604796,0.046102716,0.006577809,0.003047356,0.008278555,0.009664575,0.053536275,0.045079259,0.00746522,0.007192725,0.009233205,0.003748544,0.00398208,0.001487584,0.010914625,0.043534521,0.002541535,0.023773009,0.012731611,0.064398893,407.0145215
S763,5.533762504,1.224730169,6.154077911,3.962077408,0.771879923,3.715444462,1.007808945,15.08247089,1.203172538,0.258882188,7.395946793,2.853700606,0.01506162,11.08795315,6.115962565,5.176263766,12.83085859,0.853172549,34.48904343,22.73260703,15.71399867,0.020812391,0.231045869,2.318820223,4.827154339,0.859720597,52.30309723,4.336589464,0.369321276,1.31425048,0.005492847,20.17331941,0.007794289,0.008699506,71.76909524,3.259387645,40.78019317,2.701124546,482.6698005,3.209436083,2.386581611,17.96360425,256.8438001,11.08728743,5.067923931,1330.554837,0.039390953,2.516805384,198.7729212,0.305486613,9.340210514,5.658506768,106.3549677,2867.252186,17.79939827,208.2529924,697.3530902,2.027578887,0.154951566,0.559919849,1.634764866,11.61343471,0.021422238,0.067310611,0.016974814,0.045972245,280.1642206,525.0265916,365.6692878,369.7199662,668.2659854,827.398808,1.466878303,10.86995384,2318.66078,170.5163039,351.7231862,6.896052599,2.993266385,1243.980354,3.812138208,1.847441916,680.4859103,23.03701016,5.487251262,0.020204106,1560.631182,0.034285344,154.4479367,118.4568295,1348.873452,0.062750239,1.264766081,71.03700859,1058.433366,48.76214469,3935.529044,0.066460784,0.007314879,38.67235952,46.17181539,0.967371575,0.049680273,190.6626995,1519.504625,66.55990106,23.61342856,338.0298109,10.4941137,50.21450325,210.4066266,97.74409849,89.46955459,30.02704215,148.278872,0.545481607,8.716250579,52.22898319,0.54497613,104.6323237,606.4258456,0.572985524,0.85376625,1.018046477,838.2723462,4.161858833,0.016146538,162.3888636,149.6893563,0.014139394,1.397003998,0.07609384,3.472329603,46.84643689,0.381183737,53.24256545,0.000714943,14.12765057,9.222094742,2.261963437,12.5493021,1.142026369,4.313063079,8.525478961,3.091641693,9.082276435,22.24528161,1.022480029,0.309107095,14.0264062,0.110536457,1.612623076,0.049970527,14.70104322,0.077378819,0.510659035,2.531991082,0.733872517,0.002164034,0.16464757,0.162017156,0.239472565,0.028178296,0.191679585,0.12732119,0.189277922,0.310988801,0.27319199,0.049799457,0.018809856,0.023722581,0.045626784,0.113105923,27779.23553
S765,7.278195648,1.649198087,9.8784254,4.042285569,0.717025666,4.309429561,1.245258003,17.50866394,1.447256964,0.284085858,5.20408995,3.24303595,0.016849766,11.45770264,5.470331222,4.555670428,11.01545724,0.674771375,28.71112197,18.79385677,12.42553833,0.013765078,0.19311009,1.981737661,3.943758866,0.75359195,40.09800412,3.860712547,0.072612847,0.807809304,0.003773498,13.21878886,0.006836049,0.008466599,47.58950079,2.486313223,26.46662502,1.822255461,303.529664,2.600341596,1.927361866,12.94794894,164.2102254,8.204461503,3.793926993,861.9307967,0.028583329,1.442188576,112.1742667,0.210069484,7.019701012,4.191811553,59.41451882,1655.568476,10.91860743,126.9371389,403.8188618,1.329848846,0.125987981,0.366306216,1.392470926,6.015687852,0.02109632,0.025269209,0.023228968,0.033054474,144.5160957,215.1850143,219.13499,190.3075359,347.181968,445.7150976,0.882103331,6.739194154,1303.404979,101.7009854,206.613431,4.484384339,1.962545292,767.8191636,2.648750092,1.254657108,374.7037255,14.54477146,3.640525982,0.012847257,689.273089,0.01441769,75.36753748,59.5232547,720.2098972,0.043717857,0.649676448,33.50911143,472.2090115,24.62886056,1853.243329,0.047418715,0.003125407,19.23101622,22.04522833,0.361305245,0.021014465,105.0853173,886.5962666,40.9154693,15.82000205,221.7091747,7.339999461,35.44372157,147.3874378,69.12221659,54.65810293,19.89523297,94.31826662,0.384512243,5.882012578,35.19963297,0.420843067,67.39912051,416.8033529,0.436404037,0.583206811,0.753782396,509.698224,2.925047097,0.011871089,81.71773642,85.58624199,0.006717039,1.144056649,0.044409878,2.066725508,29.95973597,0.250526989,27.92766788,0.000735885,8.974966466,6.144727906,1.46823304,8.816983707,0.810309101,3.137154719,5.849290072,2.057807559,6.289715175,13.99500219,0.705830712,0.218272405,9.350615657,0.081609299,1.101765098,0.032837521,10.06520366,0.056532418,0.29827831,1.473177778,0.449992098,0.005591986,0.117979572,0.166721602,0.139814909,0.016751375,0.161659247,0.048033809,0.14469474,0.211536453,0.219389112,0.004541627,0.032103392,0.032447573,0.040263214,0.10146229,15416.60666
S766,7.140776457,1.547367226,8.805901176,3.841336081,0.617492412,3.836698887,1.148280802,15.33909845,1.322514539,0.288898763,4.332473399,2.824661803,0.0120378,9.513874656,4.828736737,3.7966378,9.440464016,0.64762503,22.4229667,15.03472143,9.980740829,0.02593364,0.175064636,1.567414832,3.208547332,0.63720259,30.50947951,3.271361735,0.058131889,0.674118706,0.00375215,10.15501619,0.007870642,0.004209349,39.01966196,2.260538398,21.5646592,1.832753599,243.4706049,2.353387692,1.839391005,10.68078635,126.7280199,7.26084769,5.78318833,677.3010176,0.010613293,1.270421368,83.04139053,0.193932878,6.540622538,3.396556651,44.14535995,1220.353101,8.365605087,99.93416858,297.3929148,1.20435487,0.088369443,0.285001733,0.98788064,4.565501796,0.018140246,0.027604965,0.030687419,0.015115756,111.699029,238.1101758,196.9267961,146.5932458,277.1103676,354.5220419,0.871366827,5.823023473,1053.876517,89.67750602,172.2021665,4.223289673,1.917640203,699.1852466,2.774830793,1.087470449,288.8514528,12.90339798,3.107714485,0.021318215,501.7028206,0.014385749,56.08949775,44.01310158,563.9440834,0.031633883,0.433733043,24.98194458,383.9579015,21.21696055,1363.076478,0.03112,0.001325355,14.41260112,16.34554331,0.231037814,0.016502522,69.12499768,592.2505488,28.14388993,12.08934287,162.2633273,5.38117396,27.1734043,119.9619606,62.18264906,37.80571298,15.09170664,65.24399297,0.250583541,4.859829015,27.78678305,0.381825891,47.6730325,319.5039121,0.394801693,0.562360095,0.739357532,348.8883164,2.354880354,0.015474483,51.98755193,57.46311648,0.008844397,0.618340944,0.036679757,1.334088206,20.14312425,0.201246313,17.98899205,0.000484474,5.397874397,3.927174731,0.949238192,5.980784683,0.607946793,2.405177737,3.923424882,1.586034949,5.164797172,8.628069822,0.504677717,0.193545461,6.511095269,0.101736457,0.785152222,0.013074154,7.07928957,0.068941204,0.201733777,0.932597304,0.309331605,0.010230167,0.127060773,0.103656561,0.075092671,0.011308648,0.105270079,0.035374943,0.103196669,0.160395614,0.125953221,0.026757785,0.089331853,0.024868844,0.018435035,0.067176917,11897.23102
S767,8.680274465,1.931494273,10.58691459,5.960418141,0.972696892,5.979501156,1.602433085,24.07630879,2.033076268,0.409373351,4.621894379,4.3114695,0.020551404,15.86117122,9.001265008,7.700594064,19.15666974,1.16651913,46.45055423,31.37197212,20.20172341,0.053635378,0.350402966,3.3408578,6.83285634,1.266462892,75.03829585,6.308622626,0.111054043,1.414658742,0.00792522,23.38816247,0.013601638,0.012123967,96.36247762,3.82990314,53.73408093,3.830946522,709.0678463,4.349537947,3.202139035,25.40045053,396.2336813,19.02682406,12.62104581,2146.58645,0.038259684,2.743589493,230.1695091,0.337677794,13.30019673,7.522696142,118.8000563,3527.504402,22.2277471,280.9871602,833.9754224,2.258460962,0.130360868,0.601962114,2.492822394,10.75011791,0.03322128,0.064662822,0.041014934,0.063438738,342.7151747,592.9635963,512.8054402,451.6206002,850.8071803,1056.689548,1.700479585,14.48085041,3102.63355,243.1539277,489.124112,8.329070771,4.226799265,1790.242329,5.602755918,2.998007954,884.4083101,33.07508499,8.327636691,0.013114647,1562.071103,0.031290712,174.3811182,139.3889917,1716.442494,0.080687525,1.420248916,76.17258071,1025.616789,59.12550782,4191.151898,0.090884064,0.006289754,42.63655497,49.17908943,0.649741771,0.029586135,218.5431529,1791.751609,83.61994397,32.03912071,455.9911066,14.02677761,66.7637979,272.4464192,119.8415562,111.677424,40.10387117,190.4749631,0.63538197,12.62681696,68.1935137,0.678289831,136.388646,819.7278821,0.763005508,1.117191837,1.252251039,1025.072866,6.232698803,0.016023514,153.6810587,171.6277768,0.015650699,1.957884934,0.090045977,3.806181778,60.71434814,0.416390586,52.98359304,0.000945993,18.07167558,12.64107493,2.956402096,17.57966675,1.444198497,5.390720929,11.76334656,3.571925855,9.155168503,27.89865749,1.444238666,0.425371226,18.3046751,0.12056515,2.050803223,0.049074742,18.40159777,0.035807987,0.543982977,2.878270881,0.879288301,0.001806933,0.222507523,0.20968973,0.2341181,0.030707902,0.227927068,0.092322777,0.185146331,0.234589567,0.311117884,0.00499531,0.055976096,0.029670714,0.026073768,0.106922053,34375.77439
S384,0.723228556,0.232028111,0.940531351,2.660645229,0.455134425,2.092650266,0.407313739,10.28802604,0.611536599,0.121286808,14.96939849,0.827907207,0.000352133,4.846626305,5.547236978,4.860888695,11.16251563,0.959346244,16.43773242,10.69914116,6.093163645,0.048935144,0.144670397,1.337385719,3.232370943,0.764384336,17.03133891,3.675368821,0.064757671,0.240088503,0.001859756,2.140922044,0.076068754,0.003067532,7.838303322,0.904042516,4.462806355,1.022116608,56.31007222,2.883348144,0.909977621,3.907235784,30.55211505,3.95308239,0.40637668,179.6657913,0.020277259,0.005129283,5.3502409,0.040863747,0.001110392,1.12842961,2.44757034,86.1454956,0.957220545,17.29290905,17.46561629,0.391965,0.032251915,0.109049815,0.004684142,0.016791797,0.005684471,0.352607832,0.0020311,0.001624174,4.33014415,4.438885499,35.52414161,5.520023198,21.49976426,31.26776512,0.012615009,0.933371444,122.3081265,19.33429546,28.27229939,0.759325534,0.675693926,165.6302512,1.166487224,0.003845691,44.00804458,3.711189797,1.028506113,0.008526131,3.0641211,0.00144929,1.196708333,1.056381612,57.25925599,0.001998264,0.004511702,0.456679166,0.014655244,0.611695126,16.84816587,0.001956017,0.000602272,0.142027288,0.269599658,0.001134858,0.001080052,0.460486521,5.745723725,0.480581512,0.490718558,5.450163627,0.293133651,2.506859778,11.86425205,9.668115451,0.877104342,0.984617935,1.461766691,0.001633841,0.020061547,2.219607431,0.075211758,1.622586113,21.80320614,0.080174292,0.157808514,0.180232516,7.890029179,0.535391678,0.017556963,0.124539808,0.656306993,0.000334969,0.001629412,0.00602441,0.00100551,0.270350928,0.000156209,0.019702599,0.000186928,0.008981843,0.002301673,0.001322887,0.122482455,0.000711327,0.132689068,0.0423431,0.057785179,0.370579176,0.081216017,0.287894998,0.561399649,0.125815756,0.647772699,0.015779967,0.090197449,0.21497107,0.453267996,0.000902033,0.000626468,0.000903508,0.000432516,0.002953649,0.000839331,0.000497728,0.000446695,0.000888153,0.000366806,0.000255203,0.004642338,0.000402414,0.000539235,0.001741919,0.000289928,0.0005699,0.000623218,1198.852748
S386,0.614852072,0.220792004,0.889084107,2.237789571,0.398683497,1.829198139,0.368586355,9.230007279,0.54164005,0.098777895,15.26915741,0.834650769,0.005629919,4.614046902,5.111221462,4.331753817,9.968658649,0.834667102,15.86882778,10.38875102,6.043557532,0.055779451,0.140062035,1.326549832,3.122145684,0.69022573,16.84324392,3.434437824,0.050291649,0.221980275,0.001547621,2.295778007,0.083858194,0.001964499,8.855292651,1.040297497,5.217518815,1.0807611,64.09049963,2.773470974,0.900286519,4.004166739,33.67165153,4.101405643,0.426611288,197.6089756,0.016883394,0.196879941,6.471566048,0.035943163,0.001281508,1.27822581,2.861847455,105.5749709,1.108762187,20.35621217,20.93909887,0.354116649,0.004665885,0.108696664,0.001995682,0.003782702,0.003198536,0.291802987,0.002348932,0.001969405,5.013289939,6.472063893,44.64994519,9.977782667,24.17016728,46.05182843,0.07042407,1.066207641,154.659759,23.20217137,35.13778126,0.767602647,0.76065122,203.1158292,1.290930643,0.012245904,55.35025824,4.189463436,1.159774697,0.00619402,4.196406187,0.002054464,1.553685902,1.340496553,77.11234625,0.001056797,0.011124131,0.520745163,0.015958588,2.131615841,21.94348734,0.000546214,0.000635564,0.200948486,0.325580854,0.000619209,0.001781902,0.633838732,7.975447874,0.693715473,0.750271338,7.228481473,0.357356083,3.195368078,15.54118289,12.58708302,1.10441507,1.329522763,1.964992627,0.004357717,0.00686929,2.905938486,0.083985601,2.146027993,28.99381736,0.091042791,0.182261623,0.223311427,10.57002754,0.699550196,0.022431874,0.20695956,0.88681963,0.000770952,0.002493919,0.010835871,0.000856821,0.388366185,0.000668198,0.105635499,0.000427011,0.026251601,0.022483863,0.001786828,0.164714488,0.029738839,0.174375144,0.086365244,0.090262664,0.484144253,0.125478359,0.238342606,0.566392183,0.163528351,0.635239924,0.00172351,0.084977895,0.310065383,0.439392248,0.000435135,0.000402939,0.000523017,0.000834575,0.000593638,0.00057451,0.000356377,0.000421915,0.000526725,0.00029141,0.000915599,0.002778571,0.000437429,0.000438532,0.000555771,0.00027751,0.00054549,0.057863065,1432.446012
S509,0.234222625,0.08681883,0.336150499,0.62346405,0.049494919,0.367637569,0.074729789,1.832152166,0.117580458,0.026302708,14.27615664,0.114549961,0.000263919,0.747871662,0.943142529,0.79688907,1.811177895,0.172100081,2.800288632,1.747320022,1.12562637,0.039367571,0.029264784,0.243558305,0.656024993,0.126777695,3.075114477,0.606368758,0.022632405,0.108262301,0.001037917,0.178844891,0.040316377,0.000834549,2.975602052,0.329974895,1.434539094,0.005774466,19.57693606,0.737029078,0.27830702,0.944566904,8.748224649,1.039079898,0.113091847,52.87556078,0.001613991,0.034317357,2.772028898,0.022388359,0.000896891,0.382506427,1.151756414,39.19555586,0.396778094,6.304003867,7.810258357,0.232439346,0.001447377,0.072690089,0.00351195,0.084503813,0.00150393,0.291217329,0.000767078,0.001255176,3.522749521,2.872505331,20.40517551,4.955997577,13.1503168,26.02849747,0.03099217,0.565423296,72.53207397,9.3743782,16.08361464,0.378057961,0.312254719,81.77826002,0.505869118,0.00157981,25.80710793,1.743042281,0.368977819,0.005424434,3.683054353,0.001973915,1.21950712,1.052863802,47.32771033,0.000756983,0.004902087,0.374434133,0.001305987,1.240857118,16.85037919,0.000807442,0.000440207,0.182650786,0.336043017,0.000584806,0.000636046,0.728437534,8.480482815,0.696898492,0.579520697,6.249758381,0.305010893,2.269689331,9.930522597,7.020144355,1.060538935,0.948745654,1.996407004,0.010043573,0.046457534,1.873638344,0.05904444,1.955078322,20.59225057,0.076688453,0.103428906,0.109618773,10.19220525,0.436771373,0.029638739,0.278185967,0.905033826,0.000163181,0.002030697,0.009941336,0.000385797,0.439371009,0.001527233,0.129742386,0.000287582,0.070881593,0.094779316,0.015663362,0.219148704,0.026263172,0.147465608,0.113697529,0.098004638,0.388077926,0.157423113,0.395332392,0.789691813,0.198207717,0.934625368,0.022175094,0.125565479,0.328428346,0.638086621,0.000430658,0.00139578,0.000345089,0.000412993,0.000451298,0.000557157,0.000686706,0.000450477,0.000574261,0.000443702,0.000295662,0.000621865,0.000475037,0.000530885,0.001137551,0.000284004,0.000837383,0.002441939,616.2272589
