sample_id,1,2,3,4,5,6,7,8,9,10,11,12.13,14,15,16,17,18.3,19,20.28,21.33,22,23,24,25,26.29,27,31,32,34,35,36,37,38,39,40.71,41,42,43,44.47.65,45,46,48,49.69,50.53,51,52,54,55,56,57,58,59.62.75,60,61.70.74.76,63,64,66,67,68,72,73,77,78,79,80,81,82,83,84,85.116,86.97.109.119,87.125,88,89,90.101.113,91,92,93.1,94,95,96,98,99,102,103,104,105,106,107,108.124,110,111,112,114,115,117,118,120,121,122,123,126,127,128.166,129.138.163,130,131,132,133,134,135.151,136,137,139.14,141,142,143,144,145,146,147.149,148,150,152,153.168,154,155,156.157,158,159,160,161,162,164,165,167,169,170,171.173,172,174,175,176,177,178,179,180.193,181,182,183,184,185,186,187,188,189,190,191,192,194,195,196,197,198.199,200,201,202,203,205,206,207,208,209,sum
S792,2.07,0.239,1.169,0.689,0.066,0.382,0.147,1.288,0.165,0.054,0.141,0.138,0,0.344,0.163,0.167,0.382,0.044,0.387,0.269,0.157,0.001,0.008,0.037,0.073,0.026,0.456,0.103,0.002,0.01,0,0.096,0,0,0.474,0.053,0.267,0.034,2.777,0.063,0.043,0.177,1.447,0.177,0.01,8.306,0.001,0.009,0.463,0.002,0,0.054,0.245,6.123,0.061,0.964,1.368,0.013,0,0.003,0.032,0.046,0,0,0,0,1.43,0.399,4.087,1.697,3.912,5.071,0.033,0.118,14.705,1.666,3.103,0.073,0.051,15.624,0.089,0.01,3.669,0.294,0.07,0,4.041,0,0.567,0.479,7.765,0,0.001,0.232,0.46,0.304,10.282,0,0,0.139,0.152,0,0,1.682,13.542,0.781,0.282,4.55,0.149,0.954,3.249,1.804,0.816,0.306,1.756,0.006,0.051,0.654,0.01,1.144,7.986,0.009,0.015,0.021,6.973,0.068,0,1.236,1.263,0,0.228,0,0.037,0.642,0,0.41,0,0.453,0.28,0.093,0.505,0.036,0.112,0.328,0.102,0.225,0.765,0.029,0.008,0.378,0.002,0.054,0.001,0.466,0.001,0.012,0.083,0.023,0,0.012,0.011,0.018,0.003,0.036,0.008,0.009,0.015,0.026,0,0.005,0.001,0.004,0.002,167.737
S783,0.594,0.059,0.295,0.23,0.018,0.106,0.039,0.362,0.046,0.016,0.155,0.03,0,0.078,0.067,0.073,0.182,0.02,0.166,0.106,0.063,0,0.003,0.013,0.029,0.01,0.202,0.047,0.003,0.002,0,0.036,0,0,0.15,0.025,0.086,0.013,0.72,0.025,0.016,0.07,0.412,0.056,0.013,2.028,0,0,0.106,0.001,0.025,0.02,0.073,1.52,0.021,0.28,0.367,0.004,0.001,0.001,0.007,0.005,0,0,0,0,0.168,0.016,0.687,0.25,0.563,0.731,0.001,0.026,2.632,0.325,0.564,0.015,0.011,2.944,0.02,0.001,0.67,0.067,0.016,0,0.289,0,0.067,0.056,1.006,0,0.002,0.028,0.008,0.053,1.015,0,0,0.014,0.019,0,0,0.084,0.922,0.06,0.035,0.459,0.018,0.114,0.519,0.33,0.07,0.045,0.158,0,0.002,0.105,0.002,0.119,1.084,0.002,0.003,0.004,0.704,0.011,0,0.041,0.089,0,0.012,0,0.002,0.044,0,0.018,0,0.014,0.013,0.004,0.031,0.003,0.014,0.019,0.011,0.036,0.029,0.002,0.001,0.027,0,0.005,0,0.043,0,0,0.002,0.001,0,0.002,0.001,0.002,0,0.009,0.001,0.002,0.007,0.006,0,0.005,0.001,0.003,0.001,26.717
S784,0.756,0.079,0.387,0.302,0.024,0.145,0.054,0.501,0.063,0.021,0.189,0.045,0,0.115,0.096,0.102,0.256,0.027,0.238,0.153,0.091,0.001,0.004,0.018,0.04,0.014,0.282,0.065,0.004,0.002,0,0.049,0,0.001,0.205,0.035,0.117,0.018,0.935,0.034,0.022,0.095,0.527,0.075,0.013,2.497,0.001,0,0.157,0,0,0.029,0.104,1.998,0.027,0.365,0.497,0.006,0,0.001,0.004,0.009,0,0,0,0,0.244,0.057,0.886,0.335,0.744,0.962,0.001,0.032,3.312,0.408,0.706,0.02,0.015,3.617,0.024,0.001,0.844,0.081,0.02,0,0.443,0,0.093,0.077,1.354,0,0.003,0.038,0.031,0.068,1.432,0,0,0.022,0.026,0,0,0.135,1.366,0.088,0.048,0.65,0.024,0.159,0.673,0.415,0.097,0.058,0.221,0.001,0.003,0.131,0.002,0.161,1.449,0.002,0.004,0.005,0.971,0.015,0,0.067,0.13,0,0.02,0,0.001,0.066,0,0.027,0,0.026,0.023,0.007,0.054,0.005,0.019,0.032,0.016,0.052,0.061,0.003,0.001,0.044,0.001,0.008,0,0.074,0,0.001,0.005,0.002,0,0.005,0.002,0.004,0,0.022,0.003,0.004,0.014,0.016,0,0.007,0.001,0.007,0.001,35.298
S785,0.683,0.071,0.351,0.29,0.026,0.136,0.051,0.467,0.059,0.021,0.208,0.04,0,0.104,0.088,0.095,0.239,0.026,0.224,0.145,0.087,0,0.004,0.017,0.039,0.014,0.268,0.06,0.005,0,0,0.052,0,0,0.207,0.035,0.121,0.016,0.967,0.034,0.02,0.096,0.545,0.074,0.017,2.652,0.001,0.002,0.151,0.001,0,0.028,0.101,2.069,0.027,0.382,0.513,0.005,0.002,0.002,0.007,0.011,0,0,0,0,0.243,0.035,0.912,0.346,0.764,1.009,0.001,0.034,3.503,0.436,0.747,0.037,0.015,3.827,0.025,0.001,0.898,0.083,0.022,0,0.442,0,0.096,0.08,1.405,0,0.004,0.041,0.165,0.069,1.492,0,0,0.023,0.027,0,0,0.137,1.438,0.091,0.05,0.673,0.026,0.163,0.71,0.443,0.104,0.063,0.235,0,0.005,0.143,0.003,0.172,1.527,0.002,0.004,0.006,1.028,0.018,0,0.071,0.135,0,0.014,0,0.003,0.069,0,0.029,0,0.031,0.025,0.008,0.056,0.006,0.02,0.033,0.016,0.052,0.064,0.003,0.001,0.044,0.001,0.008,0,0.072,0,0.001,0.006,0.002,0,0.004,0.002,0.004,0,0.018,0.003,0.003,0.013,0.012,0,0.006,0.001,0.004,0.001,36.616
S777,2.145,0.246,1.2,0.675,0.061,0.368,0.143,1.204,0.158,0.052,0.142,0.129,0.001,0.314,0.159,0.162,0.377,0.045,0.352,0.239,0.142,0.001,0.008,0.033,0.07,0.025,0.421,0.101,0.002,0.011,0,0.098,0,0,0.567,0.037,0.313,0.034,3.861,0.069,0.048,0.195,1.919,0.229,0.102,12.196,0.001,0.011,0.619,0.003,0.156,0.055,0.306,9.135,0.082,1.279,1.899,0.016,0.002,0.005,0.006,0.067,0,0.001,0,0.001,1.873,3.604,5.886,2.253,5.232,6.648,0.006,0.157,21.337,2.381,4.479,0.086,0.068,22.595,0.122,0.038,5.154,0.391,0.097,0,3.826,0,0.698,0.577,10.024,0.001,0.008,0.273,4.214,0.433,12.003,0.001,0,0.151,0.173,0,0,1.191,12.526,0.743,0.4,5.565,0.189,1.094,4.88,2.854,0.83,0.46,1.842,0.004,0.167,0.995,0.016,1.362,11.317,0.013,0.023,0.033,8.088,0.073,0,0.567,1.134,0,0.013,0,0.024,0.559,0,0.231,0,0.178,0.18,0.048,0.353,0.03,0.132,0.22,0.097,0.275,0.358,0.022,0.004,0.31,0.002,0.042,0.001,0.399,0.002,0.004,0.033,0.011,0,0.007,0.006,0.009,0.001,0.019,0.006,0.007,0.01,0.013,0.001,0.003,0.001,0.002,0.002,217.077
S791,2.594,0.313,1.519,0.848,0.082,0.472,0.18,1.558,0.201,0.066,0.179,0.171,0.001,0.419,0.211,0.215,0.504,0.06,0.48,0.329,0.192,0.002,0.01,0.045,0.092,0.033,0.577,0.134,0.003,0.015,0,0.133,0,0,0.832,0.052,0.448,0.05,5.571,0.092,0.067,0.275,2.757,0.309,0.159,17.035,0.001,0.016,0.999,0.004,0.212,0.081,0.494,14.164,0.128,1.885,2.976,0.021,0.003,0.006,0.008,0.105,0,0.001,0,0,3.378,5.738,9.27,3.988,8.858,11.54,0.011,0.25,34.546,3.654,7.099,0.133,0.097,33.815,0.171,0.046,8.472,0.589,0.144,0.001,8.033,0.001,1.349,1.124,17.567,0.001,0.014,0.532,8.144,0.73,23.668,0.002,0,0.295,0.336,0.001,0.001,2.691,26.233,1.541,0.718,10.379,0.353,1.929,8.139,4.39,1.687,0.793,3.665,0.01,0.294,1.671,0.024,2.618,19.466,0.021,0.035,0.048,15.77,0.117,0,1.454,2.404,0,0.028,0,0.053,1.177,0,0.557,0,0.468,0.42,0.116,0.803,0.067,0.254,0.505,0.199,0.514,0.889,0.048,0.015,0.684,0.004,0.092,0.002,0.864,0.003,0.012,0.084,0.027,0,0.011,0.011,0.02,0.005,0.037,0.012,0.012,0.017,0.025,0.001,0.004,0.001,0.003,0.002,368.488
S314,0.027,0.007,0.019,0.067,0.003,0.025,0.006,0.112,0.009,0.003,0.57,0.01,0,0.034,0.049,0.048,0.11,0.013,0.119,0.077,0.045,0,0.002,0.011,0.028,0.007,0.154,0.032,0.001,0.004,0,0.027,0.002,0,0.218,0.014,0.113,0.018,1.558,0.047,0.018,0.071,0.747,0.09,0.007,4.619,0,0.004,0.255,0.001,0,0.028,0.099,3.384,0.028,0.495,0.679,0.011,0,0.002,0,0.014,0,0.015,0,0,0.513,0.271,2.141,0.665,1.415,3.184,0.003,0.052,7.225,0.875,1.52,0.024,0.023,7.5,0.042,0,2.556,0.141,0.032,0,0.797,0,0.186,0.162,6.215,0,0.001,0.065,0.003,0.126,2.934,0,0,0.032,0.041,0,0,0.229,2.234,0.161,0.089,1.28,0.05,0.347,1.337,0.886,0.217,0.119,0.433,0,0.009,0.255,0.005,0.356,3.124,0.004,0.007,0.01,2,0.042,0,0.097,0.235,0.002,0,0,0.004,0.099,0,0.041,0,0.023,0.031,0.007,0.065,0.006,0.027,0.037,0.019,0.067,0.059,0.008,0.008,0.056,0.008,0.005,0.001,0.088,0.005,0,0.005,0.002,0,0.001,0,0.002,0,0.005,0.001,0.002,0.003,0.004,0,0,0,0,0.002,67.123
S316,0.029,0.009,0.025,0.078,0.005,0.032,0.007,0.141,0.011,0.003,0.635,0.012,0,0.044,0.06,0.058,0.135,0.016,0.15,0.097,0.059,0,0.002,0.013,0.033,0.009,0.191,0.039,0.001,0.004,0,0.031,0.002,0,0.256,0.017,0.137,0.021,1.825,0.056,0.021,0.083,0.863,0.104,0.009,5.422,0,0.006,0.308,0.002,0,0.034,0.123,4.035,0.034,0.576,0.776,0.013,0.001,0.003,0,0.016,0,0.023,0,0,0.635,0.333,2.466,0.792,1.735,3.779,0.001,0.063,8.62,1.055,1.8,0.027,0.027,8.827,0.052,0,3.021,0.164,0.036,0,0.937,0,0.216,0.181,7.408,0,0,0.073,0,0.149,3.379,0,0,0.038,0.045,0,0,0.249,2.497,0.177,0.105,1.449,0.056,0.422,1.56,1.039,0.246,0.139,0.485,0.002,0,0.298,0.005,0.414,3.609,0.005,0.009,0.012,2.262,0.049,0.001,0.103,0.262,0,0,0,0,0.128,0,0.044,0,0.024,0.032,0.007,0.068,0.007,0.03,0.038,0.021,0.075,0.059,0.007,0.007,0.058,0.007,0.005,0.001,0.089,0.005,0,0.004,0.002,0,0.001,0,0.002,0,0.004,0.001,0.002,0.003,0.001,0,0,0,0,0.001,78.746
S317,0.037,0.011,0.032,0.113,0.009,0.045,0.01,0.201,0.015,0.005,0.807,0.016,0,0.058,0.081,0.08,0.179,0.021,0.195,0.125,0.074,0,0.002,0.016,0.038,0.012,0.245,0.052,0.001,0.004,0,0.042,0.003,0,0.332,0.026,0.17,0.028,2.379,0.074,0.025,0.102,1.096,0.128,0.009,6.897,0.001,0.006,0.394,0.001,0,0.036,0.154,5.362,0.043,0.766,1.015,0.012,0.001,0.003,0,0.016,0,0.02,0,0,0.786,0.513,3.062,0.95,2.178,4.554,0.004,0.076,10.719,1.316,2.236,0.037,0.035,11.091,0.06,0,3.65,0.203,0.044,0,1.134,0,0.273,0.228,9.173,0,0,0.092,0,0.207,4.208,0,0,0.041,0.055,0,0,0.314,3.111,0.232,0.128,1.808,0.069,0.509,1.936,1.267,0.307,0.173,0.61,0.001,0.007,0.371,0.007,0.505,4.463,0.006,0.011,0.014,2.82,0.06,0.001,0.132,0.329,0,0,0,0.004,0.161,0,0.055,0,0.03,0.041,0.009,0.084,0.008,0.037,0.047,0.025,0.089,0.073,0.005,0.005,0.073,0.004,0.004,0.001,0.108,0.003,0,0.005,0.002,0,0,0,0.001,0,0.003,0,0.002,0.002,0.003,0,0,0,0,0,98.63
S313,0.024,0.007,0.016,0.053,0.002,0.019,0.005,0.085,0.007,0.002,0.592,0.007,0,0.023,0.037,0.035,0.077,0.01,0.078,0.049,0.028,0,0.001,0.007,0.017,0.005,0.087,0.022,0,0.002,0,0,0.001,0,0.097,0.009,0.048,0,0.622,0.024,0.009,0.029,0.291,0.04,0.003,1.8,0,0,0.1,0.001,0,0.012,0.038,1.334,0.012,0.202,0.233,0.006,0,0.001,0,0.006,0,0.008,0,0,0.183,0.132,0.836,0.261,0.582,1.291,0.001,0.022,3.027,0.341,0.626,0.013,0.01,3.216,0.017,0,1.052,0.059,0.014,0,0.311,0,0.08,0.067,2.508,0,0,0.028,0.001,0.049,1.21,0,0,0.014,0.016,0,0,0.077,0.853,0.065,0.032,0.491,0.021,0.144,0.547,0.359,0.087,0.045,0.167,0,0,0.104,0.002,0.144,1.277,0.002,0.003,0.004,0.791,0.018,0.001,0.035,0.088,0,0,0,0.001,0.04,0,0.015,0,0.01,0.012,0.002,0.028,0.003,0.012,0.015,0.009,0.03,0.025,0.005,0.007,0.024,0.009,0.003,0.001,0.038,0.006,0,0.002,0.001,0,0,0,0.001,0,0.003,0,0.001,0.002,0.002,0,0,0,0,0.001,27.86
S318,0.035,0.006,0.024,0.078,0.004,0.035,0.008,0.149,0.012,0.004,0.268,0.012,0,0.048,0.102,0.085,0.216,0.021,0.34,0.251,0.157,0.001,0.003,0.037,0.096,0.014,0.555,0.065,0.001,0.033,0,0.294,0.039,0,3.609,0.225,1.607,0.173,24.547,0.308,0.13,0.706,8.141,0.618,0.03,56.319,0.001,0.001,9.719,0.017,0,0.316,3.691,107.296,0.692,8.034,19.816,0.188,0,0.04,0,0.544,0.001,0.542,0,0.001,34.616,15.852,77.486,39.136,71.425,142.583,0.015,1.705,296.118,24.96,53.977,0.486,0.514,212.979,0.698,0.003,104.741,3.581,0.592,0.002,71.381,0.002,12.44,9.936,395.308,0.001,0.001,4.365,0.005,6.181,211.575,0.024,0,2.427,2.402,0.001,0.002,19.432,171.71,12.341,5.528,90.045,2.817,22.561,71.765,39.576,16.23,6.381,28.459,0.047,0.014,13.043,0.186,22.858,182.253,0.168,0.256,0.337,128.438,1.899,0.001,8.631,17.707,0.085,0,0.001,0.307,8.025,0.001,3.212,0,1.968,2.316,0.514,4.651,0.395,1.685,2.809,1.171,3.779,4.054,0.281,0.088,3.655,0.023,0.275,0.016,5.041,0.023,0.038,0.372,0.11,0,0.024,0.03,0.05,0.015,0.087,0.037,0.037,0.047,0.059,0.001,0.001,0.001,0.003,0.001,2955.805
S322,0.035,0.007,0.026,0.086,0.005,0.039,0.008,0.17,0.014,0.004,0.335,0.015,0,0.058,0.117,0.096,0.243,0.024,0.39,0.286,0.182,0.001,0.003,0.039,0.102,0.016,0.617,0.074,0.001,0.036,0,0.34,0.044,0,4.223,0.191,1.798,0.179,25.792,0.328,0.137,0.725,9.227,0.664,0.034,61.595,0.001,0.17,11.529,0.022,0.001,0.329,4.438,126.434,0.809,9.058,24.629,0.214,0,0.041,0,0.673,0.001,0.654,0.002,0.001,37.758,19.309,87.909,47.07,88.871,160.424,0.016,2.172,359.191,29.348,66.9,0.594,0.608,272.526,0.804,0.005,127.235,4.23,0.674,0.001,94.895,0.003,15.521,12.343,462.818,0.002,0.005,5.369,0.05,6.443,270.962,0.003,0,3.039,2.924,0.001,0.002,25.938,215.197,15.318,6.949,107.876,3.438,26.774,81.402,45.017,18.923,7.789,35.977,0.004,0.45,15.831,0.204,27.892,209.297,0.183,0.286,0.393,157.013,2.235,0.001,11.448,22.525,0.001,0.001,0.001,0.407,11.039,0.001,4.449,0,2.765,3.051,0.702,6.25,0.517,2.045,3.667,1.492,4.523,5.615,0.373,0.115,4.88,0.026,0.18,0.02,6.649,0.026,0.057,0.53,0.15,0,0.032,0.042,0.069,0.02,0.124,0.049,0.05,0.061,0.086,0.002,0.003,0.002,0.004,0.002,3565.782
S315,0.035,0.008,0.026,0.099,0.009,0.043,0.011,0.192,0.015,0.005,0.234,0.014,0,0.056,0.098,0.09,0.208,0.023,0.302,0.212,0.139,0.001,0.003,0.027,0.054,0.014,0.467,0.063,0.002,0.012,0,0.242,0.032,0.006,2.987,0.146,1.299,0.146,19.413,0.222,0.092,0.498,6.952,0.494,0.026,47.164,0.001,0.066,8.398,0,0,0.177,3.264,92.577,0.602,6.794,17.36,0.066,0.003,0.015,0,0.383,0.001,0.465,0,0,26.352,12.995,56.319,27.356,55.908,110.918,3.118,1.41,237.801,17.094,44.168,0.403,0.411,167.576,0.531,0,80.472,2.807,0.46,0.001,61.45,0,10.268,8.221,294.027,0,0,3.713,1.731,4.384,180.657,0.044,0,2.21,2.037,0,0.158,19.124,162.74,11.344,5.097,80.016,2.642,19.07,59.568,32.354,14.792,5.767,26.589,0.102,0.684,11.449,0.153,20.463,154.733,0.14,0.211,0.292,116.293,1.638,0.001,9.01,16.863,0.1,0,0,0.327,7.703,0.024,3.378,0.019,2.121,2.355,0.547,4.702,0.383,1.533,2.794,1.123,3.393,4.347,0.282,0.086,3.585,0.021,0.3,0.016,4.892,0.019,0.043,0.414,0.122,0,0.025,0.031,0.054,0.015,0.095,0.039,0.038,0.047,0.065,0.001,0.003,0.001,0.003,0.002,2443.539
S312,0.004,0.002,0.005,0.011,0.001,0.007,0.002,0.028,0.002,0.001,0.141,0.007,0,0.018,0.027,0.021,0.051,0.004,0.115,0.084,0.056,0,0.001,0.011,0.022,0.004,0.181,0.019,0.001,0.01,0,0.088,0.009,0,0.828,0.055,0.365,0.053,5.268,0.073,0.031,0.158,2.085,0.156,0.012,13.56,0,0.034,2.508,0.004,0,0.075,1.036,22.703,0.156,1.938,4.658,0.059,0.004,0.01,0,0.51,0,0.114,0,0,16.681,3.768,16.916,13.306,22.555,51.557,0.736,0.444,70.825,4.536,12.166,0.12,0.106,43.403,0.146,0.115,24.017,0.72,0.13,0,122.61,0.006,9.867,7.352,140.571,0,0,4.52,1.921,1.184,192.513,0.032,0,3.284,1.806,0.149,0.001,81.319,317.328,23.662,3.92,99.96,2.812,13.657,30.239,11.514,23.619,3.262,47.793,0.078,0.556,5.665,0.049,24.736,103.485,0.046,0.054,0.083,167.48,0.624,0,56.416,41.671,0.341,0.288,0.026,1.304,21.601,0.029,15.521,0,15.188,9.081,2.53,14.686,0.727,1.479,9.547,1.958,2.803,23.773,0.901,0.182,8.142,0.012,0.805,0.017,10.888,0.01,0.392,3.031,0.733,0,0.225,0.264,0.316,0.044,0.532,0.138,0.092,0.099,0.424,0.015,0.018,0.006,0.015,0.005,2033.662
S320,0.004,0.003,0.005,0.014,0.002,0.01,0.003,0.037,0.003,0.001,0.178,0.008,0,0.019,0.036,0.029,0.074,0.007,0.142,0.103,0.066,0.001,0.002,0.019,0.055,0.006,0.201,0.024,0.001,0.032,0,0.103,0.011,0,0.991,0.087,0.41,0.058,5.237,0.113,0.048,0.215,2.124,0.18,0.014,12.883,0.001,0.177,2.471,0.025,0,0.195,0.942,20.606,0.17,1.884,4.388,0.234,0.01,0.036,0,0.797,0,0.194,0,0,13.381,3.527,14.362,10.971,16.2,46.504,0.576,0.466,61.57,4.167,10.59,0.117,0.113,37.81,0.153,0.107,20.181,0.714,0.131,0.001,79.355,0,7.658,5.727,115.664,0.034,0.11,3.401,1.669,1.213,139.029,0.096,0.001,2.449,1.441,0.204,0.001,54.759,269.026,17.182,3.24,76.87,2.246,11.002,26.008,10.183,17.439,2.79,34.666,0.04,0.576,4.953,0.047,19.266,85.467,0.046,0.057,0.084,135.299,0.589,0.001,36.911,29.239,0.271,0.166,0.023,0.935,15.804,0.031,10.609,0,9.75,6.269,1.763,10.227,0.538,1.164,6.684,1.444,2.266,16.376,0.632,0.139,5.852,0.016,0.58,0.014,7.935,0.013,0.255,1.942,0.483,0.001,0.153,0.174,0.227,0.033,0.378,0.1,0.069,0.075,0.292,0.011,0.013,0.004,0.01,0.004,1597.087
S321,0.006,0.003,0.005,0.017,0.001,0.01,0.002,0.038,0.003,0.001,0.193,0.009,0,0.02,0.035,0.026,0.074,0.007,0.14,0.101,0.059,0,0.001,0.017,0.044,0.005,0.212,0.023,0.001,0.026,0,0.104,0.012,0,0.967,0.068,0.423,0.056,5.623,0.098,0.044,0.205,2.137,0.172,0.015,14.439,0.001,0.129,2.409,0.016,0,0.158,0.934,21.075,0.165,1.911,4.431,0.159,0.009,0.029,0,0.67,0,0.189,0,0,13.223,3.691,15.687,11.68,18.593,44.909,0.539,0.449,65.139,4.316,11.645,0.132,0.119,44.327,0.167,0.114,21.023,0.72,0.145,0.001,87.056,0.001,7.93,5.828,116.375,0,0.1,3.385,1.757,1.166,147.647,0.078,0,2.425,1.526,0.229,0.004,60.14,286.668,18.413,3.57,81.966,2.428,11.492,28.358,11.42,17.967,3.054,38.32,0.055,0.635,5.341,0.05,21.014,93.912,0.048,0.062,0.091,145.183,0.618,0.001,39.407,30.78,0.301,0.142,0.014,1.016,16.917,0.034,11.601,0,11.64,7.205,2,11.566,0.622,1.298,7.401,1.564,2.578,18.156,0.721,0.154,6.646,0.016,0.726,0.015,9.1,0.013,0.289,2.293,0.556,0,0.173,0.188,0.242,0.034,0.403,0.106,0.073,0.078,0.313,0.012,0.014,0.005,0.011,0.005,1707.09
S383,0.022,0.005,0.015,0.05,0.003,0.023,0.005,0.089,0.007,0.003,0.198,0.009,0,0.027,0.05,0.043,0.109,0.012,0.128,0.091,0.055,0,0.002,0.015,0.046,0.007,0.176,0.032,0.001,0.016,0,0.06,0.007,0,0.646,0.046,0.292,0.041,3.852,0.092,0.039,0.155,1.538,0.153,0.015,9.292,0.001,0.04,1.124,0.01,0,0.097,0.456,12.71,0.102,1.295,2.468,0.066,0.007,0.016,0.009,0.088,0.001,0.088,0,0,2.677,1.299,7.673,3.156,7.094,12.197,0.56,0.222,27.867,2.455,5.663,0.077,0.074,24.171,0.111,0.082,9.369,0.424,0.087,0,4.356,0,0.893,0.743,26.827,0,0.021,0.348,0.669,0.455,13.445,0.009,0,0.199,0.182,0.001,0.002,1.433,12.342,0.899,0.486,6.889,0.248,1.842,6.206,3.873,1.104,0.596,2.277,0.013,0.081,1.206,0.022,1.737,15.296,0.018,0.03,0.043,10.165,0.19,0.001,0.546,1.289,0.012,0.003,0.003,0.022,0.643,0.004,0.223,0,0.139,0.182,0.04,0.352,0.037,0.138,0.21,0.094,0.323,0.331,0.025,0.015,0.287,0.01,0.032,0.003,0.42,0.008,0.003,0.03,0.01,0,0.006,0.007,0.012,0.004,0.021,0.008,0.008,0.009,0.016,0.001,0.003,0.001,0.002,0.003,261.981
S801,0.044,0.011,0.04,0.123,0.005,0.056,0.011,0.24,0.018,0.005,0.478,0.018,0,0.074,0.12,0.114,0.287,0.033,0.349,0.226,0.143,0.001,0.005,0.027,0.064,0.018,0.49,0.079,0.002,0.014,0,0.129,0,0,1.236,0.053,0.606,0.051,7.501,0.074,0.06,0.28,3.439,0.286,0.092,19.827,0.001,0.036,1.902,0.007,0.001,0.106,0.94,25.028,0.213,2.785,5.462,0.041,0.003,0.012,0.02,0.113,0,0.001,0,0.001,5.486,10.651,13.537,6.608,13.933,17.999,0.046,0.379,51.783,5.286,10.462,0.129,0.123,45.248,0.181,0.056,13.45,0.79,0.159,0,12.822,0,2.133,1.761,27.13,0.001,0.033,0.82,22.281,1.083,37.14,0.001,0.001,0.487,0.51,0.011,0,4.896,48.549,2.912,1.277,18.866,0.679,3.625,14.987,7.925,3.146,1.452,6.843,0.029,0.627,2.954,0.04,4.914,36.798,0.038,0.059,0.081,29.384,0.268,0.001,2.705,4.323,0,0.027,0,0.096,2.214,0,1.038,0,0.771,0.665,0.188,1.345,0.109,0.408,0.831,0.331,0.863,1.529,0.075,0.026,1.102,0.008,0.149,0.004,1.473,0.006,0.017,0.136,0.042,0,0.02,0.019,0.036,0.008,0.07,0.02,0.021,0.028,0.045,0.002,0.006,0.002,0.005,0.003,587.038
S802,0.039,0.01,0.035,0.103,0.005,0.046,0.01,0.199,0.015,0.005,0.382,0.015,0,0.062,0.1,0.095,0.235,0.028,0.282,0.186,0.119,0,0.004,0.022,0.055,0.015,0.396,0.066,0.002,0.012,0,0.11,0,0,0.969,0.043,0.483,0.041,5.915,0.062,0.049,0.231,2.731,0.231,0.063,15.845,0.001,0.031,1.483,0.007,0.001,0.091,0.73,19.416,0.168,2.183,4.272,0.038,0.003,0.01,0.021,0.094,0,0.001,0,0,4.222,8.225,10.469,5.058,10.787,13.864,0.036,0.291,40.234,4.079,8.171,0.113,0.093,35.175,0.142,0.036,10.473,0.621,0.126,0,9.99,0,1.657,1.354,21.024,0.001,0.029,0.624,16.504,0.833,28.869,0.001,0,0.377,0.396,0.006,0,3.878,38.395,2.27,0.989,14.769,0.522,2.828,11.705,6.246,2.434,1.126,5.337,0.024,0.488,2.292,0.031,3.818,28.791,0.031,0.046,0.063,23.345,0.211,0.001,2.169,3.383,0,0.022,0,0.076,1.721,0,0.825,0,0.632,0.528,0.15,1.06,0.087,0.323,0.662,0.263,0.677,1.233,0.06,0.02,0.864,0.007,0.114,0.003,1.152,0.005,0.015,0.113,0.035,0,0.018,0.018,0.03,0.006,0.058,0.016,0.017,0.022,0.038,0.002,0.004,0.003,0.004,0.002,457.821
S805,0.038,0.01,0.036,0.109,0.006,0.05,0.011,0.224,0.017,0.005,0.417,0.019,0.001,0.076,0.122,0.109,0.272,0.031,0.412,0.292,0.191,0.001,0.005,0.033,0.074,0.018,0.511,0.081,0.002,0.017,0,0.172,0,0,0.979,0.057,0.494,0.045,5.567,0.075,0.056,0.252,2.586,0.232,0.068,14.598,0.001,0.031,1.348,0.007,0.001,0.102,0.659,17.726,0.156,2.064,3.882,0.042,0.004,0.01,0.017,0.087,0,0.001,0,0,3.642,8.939,9.217,4.325,9.361,12.314,0.024,0.26,35.397,3.63,7.19,0.104,0.086,31.329,0.128,0.04,8.915,0.552,0.113,0.001,8.663,0,1.446,1.185,18.45,0.001,0.024,0.557,15.39,0.772,25.146,0.001,0,0.331,0.35,0.002,0,3.225,32.839,1.95,0.868,12.837,0.462,2.591,10.489,5.57,2.112,1.004,4.634,0.023,0.36,2.049,0.029,3.377,25.57,0.027,0.041,0.059,20.406,0.164,0.001,1.757,2.912,0,0.017,0,0.064,1.477,0,0.685,0,0.476,0.424,0.119,0.852,0.073,0.274,0.538,0.222,0.587,0.959,0.051,0.018,0.72,0.007,0.099,0.003,0.961,0.005,0.012,0.084,0.028,0,0.014,0.013,0.022,0.005,0.042,0.013,0.014,0.019,0.028,0.002,0.003,0.002,0.003,0.002,406.682
